taxon,species,color_desc,flowering_months,family,color_id,red,orange,yellow,green,blue,purple,pink,white,brown,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,inat_phen,ob_num
Pedicularis canadensis L.,Pedicularis canadensis,"Yellow, reddish","April, May",Orobanchaceae,red,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,452
Pedicularis lanceolata Michx.,Pedicularis lanceolata,Pale-yellow,"aug, sep",Orobanchaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,97
Peltandra virginica (L.) Schott,Peltandra virginica,White,"April, June",Araceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,8
Penstemon canescens (Britton) Britton,Penstemon canascens,"Pale purple, violet","may, jun",Plantaginaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,13
Penstemon digitalis Nutt. ex Sims,Penstemon digitalis,"White, purple","may, jul",Plantaginaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,975
Penstemon hirsutus (L.) Willd.,Penstemon hirsutus,"Purplish, violet, white","jun, jul",Plantaginaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,239
Penstemon laevigatus Aiton,Penstemon laevigatus,"Pale purple, violet","may, jul",Plantaginaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,5
Penthorum sedoides L.,Penthorum sedoides,Yellowish green,"jul, sep",Penthoraceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,352
Persicaria amphibia (L.) Delarbre,Polygonum amphibium,Rose,"jun, sep",Polygonaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,404
Persicaria arifolia (L.) Haraldson,Polygonum arifolium,"White, pink","jul,sep",Polygonaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,40
Persicaria hydropiper (L.) Delarbre,Polygonum hydropiper,Green,"jul, sep",Polygonaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE,18
Persicaria hydropiperoides (Michx.) Small,Polygonum hydropiperoides,"Pink, purplish, white, greenish","jun, nov",Polygonaceae,green,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,40
Persicaria lapathifolia (L.) Delarbre,Polygonum lapathifolium,"Pink, whitish, purplish","apr, nov",Polygonaceae,purple,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,82
Persicaria maculosa (L.) Gray,Polygonum persicaria,"Pink, purple","jun, sep",Polygonaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE,197
Persicaria orientalis (L.) Spach,Polygonum orientale,Rose,"jun, oct",Polygonaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,10
Petasites frigidus (L.) Fr.,Petasites palmatus,Cream,"may,jun",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,39
Phacelia bipinnatifida Michx.,Phacelia bipinnatifida,Blue,"mar, jun",Hydrophyllaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,61
Phacelia dubia (L.) Trel. & Small,Phacelia dubia,Blue,"apr, jun",Hydrophyllaceae,blue,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,36
Phacelia purshii Buckley,Phacelia purshii,Blue,"apr, may",Hydrophyllaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,218
Phemeranthus teretifolius (Pursh) Raf.,Talinum teretifolium,Deep pink,"apr, oct",Montiaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,82
Phlox bifida L.C.Beck,Phlox bifida,Pale purple,"apr, jun",Polemoniaceae,purple,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,75
Phlox divaricata L.,Phlox divaricata,"Blue, purple","apr, jun",Polemoniaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,1746
Phlox glaberrima L.,Phlox glaberrima,"Pink, purple","apr, jun",Polemoniaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,36
Phlox maculata L.,Phlox maculata,"Purple, pink","jun, jul",Polemoniaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,67
Phlox ovata L.,Phlox ovata,"Deep pink, purple","may, jun",Polemoniaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,8
Phlox paniculata L.,Phlox paniculata,Magenta-pink,"jul, sep",Polemoniaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,852
Phlox pilosa L.,Phlox pilosa,"Pink, purple","may, jul",Polemoniaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,252
Phlox stolonifera Sims,Phlox stolonifera,"Violet, purple","apr, sep",Polemoniaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,38
Phlox subulata L.,Phlox subulata,"Rose-magenta, white",may,Polemoniaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,2244
Phryma leptostachya L.,Phryma leptostachya,"Lavender, puplish","jul, sep",Phrymaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,269
Physalis heterophylla Nees,Physalis heterophylla,Greenish yellow,"jun, sep",Solanaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,203
Physalis longifolia Nutt.,Physalis subglabrata,Greenish yellow,"jul, sep",Solanaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,195
Physalis virginiana Mill.,Physalis virginiana,Greenish yellow,"jun, aug",Solanaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,36
Physostegia virginiana (L.) Benth.,Physostegia virginiana,"Pale-purple, rose","aug, nov",Lamiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,585
Phytolacca americana L.,Phytolacca americana,"White, pinkish","jun, nov",Phytolaccaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE,1354
Pilea pumila (L.) A.Gray,Pilea pumila,"Whitish, greenish","jul,sep",Urticaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,78
Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.,Hieracium aurantiacum,Red-orange,"jun,oct",Asteraceae,red,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,1432
Pilosella caespitosa (Dumort.) P.D.Sell & C.West,Hieracium pratense,Yellow,"may,jul",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,315
Pilosella floribunda (Wimm. & Grab.) Arv.-Touv.,Hieracium floribundum,Yellow,"jun,jul",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,79
Pilosella officinarum Vaill.,Hieracium pilosella,Yellow,"jun,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,75
Pinguicula vulgaris L.,Pinguicula vulgaris,Violet,"June, July",Lentibulariaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,29
Pityopsis falcata (Pursh) Nutt.,Chrysopsis falcata,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,126
Plantago aristata Michx.,Plantago aristata,Greenish white,"jun,sep",Plantaginaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,42
Plantago lanceolata L.,Plantago lanceolata,Greenish white,"jun,oct",Plantaginaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,1056
Plantago major L.,Plantago major,Greenish white,"jun,oct",Plantaginaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,130
Plantago maritima L.,Plantago juncoides,Greenish white,"may,sep",Plantaginaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,20
Plantago rugelii Decne.,Plantago rugelii,Greenish white,"jun,oct",Plantaginaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,144
Platanthera blephariglottis (Willd.) Lindl.,Platanthera blephariglottis,White,"June, August",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,164
Platanthera ciliaris (L.) Lindl.,Platanthera ciliaris,"Yellow, orange","July, September",Orchidaceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,126
Platanthera clavellata (Michx.) Luer,Platanthera clavellata,Greenish white,"June, August",Orchidaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,182
Platanthera dilatata (Pursh) Lindl. ex L.C.Beck,Platanthera dilatata,White,"June, September",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,109
Platanthera flava (L.) Lindl.,Habenaria flava,Yellow-green,July,Orchidaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE,22
Platanthera grandiflora (Bigelow) Lindl.,Platanthera grandiflora,"Magenta, purple","June, August",Orchidaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,176
Platanthera hookeri (Torr.) Lindl.,Platanthera hookeri,Yellow-green,"June, July",Orchidaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,11
Platanthera lacera (Michx.) G.Don,Platanthera lacera,Greenish white,"June, September",Orchidaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,210
Platanthera leucophaea (Nutt.) Lindl.,Platanthera leucophaea,Creamy white,"June, August",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,58
Platanthera orbiculata (Pursh) Lindl.,Platanthera orbiculata,Greenish-white,"July, August",Orchidaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,36
Platanthera peramoena A.Gray,Platanthera peramoena,Rose-purple,"July, August",Orchidaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,45
Platanthera psycodes (L.) Lindl.,Platanthera psycodes,"Magenta, purple","July, August",Orchidaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,268
Pluchea odorata (Willd. ex L.) Cass.,Pluchea purpurascens,"Purple, pink","jul,oct",Asteraceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,133
Podophyllum peltatum L.,Podophyllum peltatum,White,"may,jun",Berberidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,1565
Polanisia dodecandra (L.) DC.,Polanisia graveolens,Whitish,"may, oct",Cleomaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE,44
Polemonium reptans L.,Polemonium reptans,Deep blue,"may, jul",Polemoniaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,865
Polemonium vanbruntiae Britton,Polemonium van-brunitiae,Blue-purple,"jun, jul",Polemoniaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,45
Polygala brevifolia Nutt.,Polygala brevifolia,Rose-purple,"jun, sep",Polygalaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,18
Polygala cruciata L.,Polygala cruciata,"Purplish, greenish","jul, oct",Polygalaceae,green,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE,41
Polygala curtissii A.Gray,Polygala curtissii,"White, pinkish purple","jun,oct",Polygalaceae,purple,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,13
Polygala lutea L.,Polygala lutea,Orange-yellow,"June, October",Polygalaceae,orange,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,83
Polygala nuttallii Torr. & A.Gray,Polygala nuttallii,"Purplish, greenish-white","July, September",Polygalaceae,green,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,23
Polygala polygama Walter,Polygala polygama,"Rose-purple, white","April, June",Polygalaceae,purple,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE,121
Polygala sanguinea L.,Polygala sanguinea,"Rose-purple, green","June, October",Polygalaceae,green,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,367
Polygala senega L.,Polygala senega,"White, greenish-white","June, July",Polygalaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,203
Polygala verticillata L.,Polygala verticillata,"Greenish, whitish, purple","jul, oct",Polygalaceae,green,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,69
Polygaloides paucifolia (Willd.) J.R.Abbott,Polygala paucifolia,Rose-purple,"May, June",Polygalaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,1564
Polygonatum biflorum (Walter) Elliott,Polygonatum canaliculatum,Greenish,"may,jul",Ruscaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,104
Polygonatum pubescens (Willd.) Pursh,Polygonatum pubescens,Greenish,"may,jun",Ruscaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,121
Polygonum articulatum L.,Polygonella articulata,"Pink, white","aug, oct",Polygonaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,184
Polygonum glaucum Nutt.,Polygonum glaucum,Pink,"jul, nov",Polygonaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,10
Polymnia canadensis L.,Polymnia canadensis,"Yellowish, whitish, purplish","jun,sep",Asteraceae,yellow,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,91
Pontederia cordata L.,Pontederia cordata,Blue,"June, September",Pontederiaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,2421
Portulaca oleracea L.,Portulaca oleracea,Yellow,"jun,aug",Portulacaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,55
Potentilla argentea L.,Potentilla argentea,Yellow,"jun, sep",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,531
Potentilla canadensis L.,Potentilla canadensis,Yellow,"mar, jun",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,259
Potentilla indica (Jacks.) Th.Wolf,Duchesnea indica,Yellow,"apr, aug",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,1374
Potentilla norvegica L.,Potentilla norvegica,Yellow,"jun, aug",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,226
Potentilla recta L.,Potentilla recta,Yellow,"jun, aug",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,1461
Potentilla simplex Michx.,Potentilla simplex,Yellow,"may, jul",Rosaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,410
Primula laurentiana Fernald,Primula laurentiana,"Pink, light purple","may, aug",Primulaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,4
Primula meadia (L.) A.R.Mast & Reveal,Dodecatheon meadia,"Pink, lilac, white","mar, jun",Primulaceae,purple,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,1021
Primula mistassinica Michx.,Primula mistassinica,"Pink, light purple","may, aug",Primulaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,203
Prosartes lanuginosa (Michx.) D.Don,Disporum lanuginosum,Greenish,"apr,jun",Liliaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,20
Proserpinaca palustris L.,Proserpinaca palustris,Green,"jul, sep",Haloragaceae,green,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,TRUE,6
Prunella vulgaris L.,Prunella vulgaris,"Violet, purplish","may, sep",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,3125
Pseudognaphalium macounii (Greene) Kartesz,Gnaphalium macounii,White,"jul,oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,18
Pseudognaphalium obtusifolium (L.) Hilliard & B.L.Burtt,Gnaphalium obtusifolium,White,"jul,oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,273
Pterospora andromedea Nutt.,Pterospora andromedea,"White, pink","jun,aug",Ericaceae,pink,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,17
Pycnanthemum incanum (L.) Michx.,Pycnanthemum incanum,"White, pale-lilac, purple","jun, jul",Lamiaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,44
Pycnanthemum muticum (Michx.) Pers.,Pycnanthemum muticum,White,"jul, sep",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,117
Pycnanthemum tenuifolium Schrad.,Pycnanthemum tenuifolium,White,"jun, sep",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,165
Pycnanthemum verticillatum (Michx.) Pers.,Pycnanthemum verticillatum,White,"jul, sep",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,18
Pycnanthemum virginianum (L.) T.Durand & B.D.Jacks. ex B.L.Rob. & Fernald,Pycnanthemum virginianum,White,"jul, aug",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,232
Pyrola asarifolia Michx.,Pyrola asarifolia,"Pink, purple","apr, sep",Ericaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,47
Pyrola chlorantha Sw.,Pyrola virens,"Green, greenish-white","jun, aug",Ericaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,44
Pyrola elliptica Nutt.,Pyrola elliptica,White,"apr, aug",Ericaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,710
Pyrola minor L.,Pyrola minor,"White, pinkish","jun, aug",Ericaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,2
Pyxidanthera barbulata Michx.,Pyxidanthera barbulata,"White, pinkish","mar, may",Diapensiaceae,pink,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,TRUE,66
Ranunculus abortivus L.,Ranunculus abortivis,Yellow,"apr, jun",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,1114
Ranunculus acris L.,Ranunculus acris,Yellow,"may, oct",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,518
Ranunculus allegheniensis Britton,Ranunculus allegheniensis,Yellow,"apr, jul",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,5
Ranunculus bulbosus L.,Ranunculus bulbosus,Yellow,"mar, jun",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,199
Ranunculus fascicularis Muhl. ex Bigelow,Ranunculus fascicularis,Yellow,"apr, may",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,114
Ranunculus flabellaris Raf.,Ranunculus flabellaris,Yellow,"apr, jun",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,90
Ranunculus hispidus Michx.,Ranunculus hispidus,Yellow,"apr, jun",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,354
Ranunculus pensylvanicus L.f.,Ranunculus pensylvanicus,Pale yellow,"jun, aug",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,23
Ranunculus recurvatus Poir.,Ranunculus recurvatus,Pale yellow,"may, jun",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE,327
Ranunculus repens L.,Ranunculus repens,Yellow,"mar, aug",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,204
Ranunculus reptans L.,Ranunculus reptans,Yellow,"jun,aug",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,20
Ranunculus sceleratus L.,Ranunculus sceleratus,Pale yellow,"may, sep",Ranunculaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE,178
Raphanus raphanistrum L.,Raphanus raphanistrum,"Pale yellow, white","jun, aug",Brassicaceae,yellow,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,73
Ratibida pinnata (Vent.) Barnhart,Ratibida pinnata,Yellow,"jun,aug",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE,472
Reynoutria japonica Houtt.,Polygonum cuspidatum,Greenish white,"jul, aug",Polygonaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE,599
Rhamphospermum nigrum (L.) Al-Shehbaz,Brassica nigra,Yellow,"may,aug",Brassicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,12
Rhexia mariana L.,Rhexia mariana,Pale purple,"may, oct",Melastomataceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,TRUE,75
Rhexia virginica L.,Rhexia virginica,Bright purple,"may, oct",Melastomataceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,323
Rhinanthus minor L.,Rhinanthus minor,Yellow,"may, sep",Orobanchaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,197
Rhodiola rosea L.,Sedum rosea,"Purplish, yellowish","jun, aug",Crassulaceae,yellow,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,14
Rorippa sylvestris (L.) Besser,Rorippa sylvestris,Yellow,"jun, sep",Brassicaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE,29
Rubus allegheniensis (Porter) Porter,Rubus allegheniensis,White,"apr, jul",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,161
Rubus chamaemorus L.,Rubus chamaemorus,White,"jun, jul",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,7
Rubus idaeus L.,Rubus idaeus,White,"may, jul",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,46
Rubus occidentalis L.,Rubus occidentalis,White,"may, jun",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,69
Rubus repens (L.) Kuntze,Dalibarda repens,White,"apr,jun",Rosaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE,12
Rudbeckia fulgida Aiton,Rudbeckia fulgida,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE,40
Rudbeckia laciniata L.,Rudbeckia laciniata,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE,489
Rudbeckia triloba L.,Rudbeckia triloba,Yellow,"jul,oct",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE,452
Ruellia strepens L.,Ruellia strepens,"Blue, violet","may,aug",Acanthaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE,74
Rumex acetosella L.,Rumex acetosella,"Red, yellowish green","jun,aug",Polygonaceae,red,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,166
Rumex crispus L.,Rumex crispus,Green,"jun,oct",Polygonaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE,62
Rumex obtusifolius L.,Rumex obtusifolius,Green,"jun,jul",Polygonaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE,23
Rumex verticillatus L.,Rumex verticillatus,Green,"may,jul",Polygonaceae,green,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE,4
