taxon,species,color_desc,flowering_months,family,color_id,red,orange,yellow,green,blue,purple,pink,white,brown,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,inat_phen
Lycopus virginicus L.,Lycopus virginicus,White,"jun, aug",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Lysimachia ciliata L.,Lysimachia ciliata,Yellow,"jun,aug",Myrsinaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Lysimachia hybrida Michx.,Lysimachia hybrida,Yellow,"jul,aug",Myrsinaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Lysimachia nummularia L.,Lysimachia nummularia,Yellow,"jun,aug",Myrsinaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lysimachia quadrifolia L.,Lysimachia quadrifolia,Yellow,"jun,jul",Myrsinaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lysimachia terrestris (L.) Britton & al.,Lysimachia terrestris,Yellow,"jun,aug",Myrsinaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lysimachia thyrsiflora L.,Lysimachia thrysiflora,Yellow,"may,jul",Myrsinaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
Lythrum alatum Pursh,Lythrum alatum,Purple,"jun,sep",Lythraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Lythrum hyssopifolia L.,Lythrum hyssopifolia,Purple,"apr,oct",Lythraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,TRUE
Lythrum lineare L.,Lythrum lineare,"Light purple, white","jun,nov",Lythraceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Lythrum salicaria L.,Lythrum salicaria,Purple,"jul,sep",Lythraceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Malaxis monophyllos (L.) Sw.,Malaxis monophyllos,Greenish-white,"June, July",Orchidaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Malaxis unifolia Michx.,Malaxis unifolia,Green,"March, October",Orchidaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Malva moschata L.,Malva moschata,"White, pink","jun, sep",Malvaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Malva neglecta Wallr.,Malva neglecta,"Pale lilac, white","may, oct",Malvaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Malva sylvestris L.,Malva sylvestris,Rose-purple,"jun, sep",Malvaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE
Marrubium vulgare L.,Marrubium vulgare,White,"jun, sep",Lamiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Marshallia grandiflora Beadle & F.E.Boynton,Marshallia grandiflora,"Pink, purplish","may,jul",Asteraceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Matricaria chamomilla L.,Matricaria chamomilla,White,"jun,oct",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,TRUE
Matricaria discoidea DC.,Matricaria discoidea,Yellow,"may,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE
Medicago lupulina L.,Medicago lupulina,Yellow,"May, September",Fabaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Medicago sativa L.,Medicago sativa,"Purple, blue-violet","June, September",Fabaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE
Meehania cordata (Nutt.) Britton,Meehania cordata,Light-purple,"may, jun",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Bidens beckii Torr. ex Spreng.,Megalodonta beckii,Yellow,"jul,sep",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
Melampyrum lineare Desr.,Melampyrum lineare,"Whitish, yellow","jun, aug",Orobanchaceae,yellow,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Veratrum virginicum (L.) W.T.Aiton,Melanthium virginicum,Greenish white,"jun,jul",Melanthiaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Trigonella officinalis (L.) Coulot & Rabaute,Melilotus officinalis,Yellow,"June, September",Fabaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Menispermum canadense L.,Menispermum canadense,Whitish,"may,jul",Menispermaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Mentha arvensis L.,Mentha arvensis,Lilac,"jul, sep",Lamiaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Mentha piperita_x L.,Mentha piperita,"Puplish, pinkish","jul, aug",Lamiaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Mentha spicata L.,Mentha spicata,"Purplish, pinkish","jul, sep",Lamiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Menyanthes trifoliata L.,Menyanthes trifoliata,White,"apr, aug",Menyanthaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Mertensia maritima (L.) Gray,Mertensia maritima,Pale-blue,"may, jul",Boraginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Mertensia virginica (L.) Pers. ex Link,Mertensia virginica,Blue,"apr, jun",Boraginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Mimulus alatus Aiton,Mimulus alatus,"Violet, pinkish","jun, nov",Phrymaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Mimulus ringens L.,Mimulus ringens,"Violet, pinkish","jun, sep",Phrymaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Mirabilis nyctaginea (Michx.) MacMill.,Mirabilis nyctaginea,"Pink, purple","may, sep",Nyctaginaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Mitchella repens L.,Mitchella repens,"White, pinkish","may, oct",Rubiaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE
Mitella diphylla L.,Mitella diphylla,White,"apr,jun",Saxifragaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Mitella nuda L.,Mitella nuda,Greenish,"may, aug",Saxifragaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Mollugo verticillata L.,Mollugo verticillata,White,"jun,sep",Molluginaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Monarda clinopodia L.,Monarda clinopodia,"Whitish, pinkish","jul, sep",Lamiaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Monarda didyma L.,Monarda didyma,Scarlet,"may, oct",Lamiaceae,red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Monarda fistulosa L.,Monarda fistulosa,"Lilac, pink","may, sep",Lamiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Monarda media Willd.,Monarda media,Deep red-purple,"jun, aug",Lamiaceae,red,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Monarda punctata L.,Monarda punctata,"Yellowish, purple","apr, aug",Lamiaceae,yellow,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Moneses uniflora (L.) A.Gray,Moneses uniflora,"White, light-rose","may, aug",Ericaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Monotropa hypopitys L.,Monotropa hypopithys,"Yellow, red","jun, oct",Ericaceae,red,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,TRUE
Monotropa uniflora L.,Monotropa uniflora,"White, pinkish","jun, sep",Ericaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Muscari botryoides (L.) Mill.,Muscari botryoides,Deep blue,"apr,may",Hyacinthaceae,blue,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Myosotis laxa Lehm.,Myosotis laxa,Blue,"may, sep",Boraginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Myosotis scorpioides L.,Myosotis scorpioides,Blue,"may, sep",Boraginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Myosotis verna Nutt.,Myosotis verna,White,"apr, jul",Boraginaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Narthecium americanum KerGawl.,Narthecium americanum,Yellow,"jul,aug",Nartheciaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Nasturtium officinale R.Br.,Nasturtium offinale,White,"mar,oct",Brassicaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Nelumbo lutea (Willd.) Pers.,Nelumbo lutea,Pale yellow,"jul,sep",Nelumbonaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Nepeta cataria L.,Nepeta cataria,"Whitish, pale-lilac","jul, oct",Lamiaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Nuphar advena (Aiton) W.T.Aiton,Nuphar advena,Yellow,"jun, aug",Nymphaeaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Nuphar microphylla (Pers.) Fernald,Nuphar microphyllum,Yellow,"jun,sep",Nymphaeaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Nuphar variegata Engelm. ex Durieu,Nuphar variegatum,Yellow,"jun, aug",Nymphaeaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Nuttallanthus canadensis (L.) D.A.Sutton,Nuttallanthus canadensis,Blue,"May, July",Plantaginaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Nymphaea odorata Aiton,Nymphaea odorata,"White, pinkish","jun,sep",Nymphaeaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Nymphoides cordata (Elliott) Fernald,Nymphoides cordata,White,"jun, sep",Menyanthaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Bacopa caroliniana (Walter) B.L.Rob.,Obolaria virginica,"Dull-white, purplish","jul, oct",Plantaginaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Odontites vulgaris Moench,Odontites serotina,"Pink, rose","jun,aug",Orobanchaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
Oenothera biennis L.,Oenothera biennis,Yellow,"jul, oct",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE
Camissonia contorta (Douglas ex Lehm.) Kearney,Oenothera cruciata,Yellow,"mar,jul",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Oenothera fruticosa L.,Oenothera fruticosa,Yellow,"apr, sep",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Oenothera humifusa Nutt.,Oenothera humifusa,Yellow,"jun, sep",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,TRUE
Oenothera laciniata Hill,Oenothera laciniata,Yellow,"feb, oct",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Oenothera perennis L.,Oenothera perennis,Yellow,"jun, aug",Onagraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Lithospermum virginianum L.,Onosmodium virginianum,"Yellow, orange","apr, sep",Boraginaceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,TRUE
Opuntia humifusa (Raf.) Raf.,Opuntia humifusa,Yellow,"jun,jul",Cactaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Galearis rotundifolia (Banks ex Pursh) R.M.Bateman,Orchis rotundifolia,"Rose, white, purple","June, July",Orchidaceae,purple,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Origanum vulgare L.,Origanum vulgare,"Pink, purplish","jul, oct",Lamiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Ornithogalum umbellatum L.,Ornithogalum umbellatum,White,"may,jun",Hyacinthaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Orobanche uniflora L.,Orobanche uniflora,"Pale-lavendar, whitish","April, August",Orobanchaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Orontium aquaticum L.,Orontium aquaticum,Yellow,"apr,jun",Araceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Osmorhiza claytonii (Michx.) C.B.Clarke,Osmorhiza claytoni,White,"may, jun",Apiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Osmorhiza longistylis (Torr.) DC.,Osmorhiza longistylis,White,"may, jun",Apiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Oxalis corniculata L.,Oxalis corniculata,Yellow,"jun, sep",Oxalidaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Oxalis europaea Jord.,Oxalis europaea,Yellow,"may,oct",Oxalidaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE
Oxalis grandis Small,Oxalis grandis,Yellow,"jun, sep",Oxalidaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Oxalis acetosella L.,Oxalis montana,White,"may, jul",Oxalidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE
Oxalis violacea L.,Oxalis violaceae,Purple,"apr, oct",Oxalidaceae,purple,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Oxypolis rigidior (L.) Raf.,Oxypolis rigidior,White,"jul, aug",Apiaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Packera aurea (L.) Á.Löve & D.Löve,Packera aurea,Yellow,"may,jul",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Packera crawfordii (Britton) A.M.Mahoney & R.R.Kowal,Packera paupercula,Yellow,"may,aug",Asteraceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Panax quinquefolius L.,Panax quinquefolius,Green,"jun,jul",Araliaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Panax trifolius L.,Panax trifolium,White,"may,jun",Araliaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Parnassia glauca Raf.,Parnassia glauca,White,"aug, sep",Celastraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Paronychia canadensis (L.) Alph.Wood,Paronychia canadensis,Green,"jun,sep",Caryophyllaceae,green,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Parthenium integrifolium L.,Parthenium integrifolium,White,"jun, sep",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Pastinaca sativa L.,Pastinaca sativa,Yellow,"jun, jul",Apiaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Pedicularis canadensis L.,Pedicularis canadensis,"Yellow, reddish","April, May",Orobanchaceae,red,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Pedicularis lanceolata Michx.,Pedicularis lanceolata,Pale-yellow,"aug, sep",Orobanchaceae,yellow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Peltandra virginica (L.) Schott,Peltandra virginica,White,"April, June",Araceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Penstemon canescens (Britton) Britton,Penstemon canascens,"Pale purple, violet","may, jun",Plantaginaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Penstemon digitalis Nutt. ex Sims,Penstemon digitalis,"White, purple","may, jul",Plantaginaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Penstemon hirsutus (L.) Willd.,Penstemon hirsutus,"Purplish, violet, white","jun, jul",Plantaginaceae,purple,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Penstemon laevigatus Aiton,Penstemon laevigatus,"Pale purple, violet","may, jul",Plantaginaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE
Penthorum sedoides L.,Penthorum sedoides,Yellowish green,"jul, sep",Penthoraceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Petasites frigidus (L.) Fr.,Petasites palmatus,Cream,"may,jun",Asteraceae,white,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Phacelia bipinnatifida Michx.,Phacelia bipinnatifida,Blue,"mar, jun",Hydrophyllaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Phacelia dubia (L.) Trel. & Small,Phacelia dubia,Blue,"apr, jun",Hydrophyllaceae,blue,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Phacelia purshii Buckley,Phacelia purshii,Blue,"apr, may",Hydrophyllaceae,blue,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Phlox bifida L.C.Beck,Phlox bifida,Pale purple,"apr, jun",Polemoniaceae,purple,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,TRUE
Phlox divaricata L.,Phlox divaricata,"Blue, purple","apr, jun",Polemoniaceae,blue,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Phlox glaberrima L.,Phlox glaberrima,"Pink, purple","apr, jun",Polemoniaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Phlox maculata L.,Phlox maculata,"Purple, pink","jun, jul",Polemoniaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Phlox ovata L.,Phlox ovata,"Deep pink, purple","may, jun",Polemoniaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Phlox paniculata L.,Phlox paniculata,Magenta-pink,"jul, sep",Polemoniaceae,pink,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Phlox pilosa L.,Phlox pilosa,"Pink, purple","may, jul",Polemoniaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,TRUE
Phlox stolonifera Sims,Phlox stolonifera,"Violet, purple","apr, sep",Polemoniaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Phlox subulata L.,Phlox subulata,"Rose-magenta, white",may,Polemoniaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TRUE
Phryma leptostachya L.,Phryma leptostachya,"Lavender, puplish","jul, sep",Phrymaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Physalis heterophylla Nees,Physalis heterophylla,Greenish yellow,"jun, sep",Solanaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Physalis longifolia Nutt.,Physalis subglabrata,Greenish yellow,"jul, sep",Solanaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Physalis virginiana Mill.,Physalis virginiana,Greenish yellow,"jun, aug",Solanaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Physostegia virginiana (L.) Benth.,Physostegia virginiana,"Pale-purple, rose","aug, nov",Lamiaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,TRUE
Phytolacca americana L.,Phytolacca americana,"White, pinkish","jun, nov",Phytolaccaceae,pink,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,TRUE
Pilea pumila (L.) A.Gray,Pilea pumila,"Whitish, greenish","jul,sep",Urticaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,TRUE
Pinguicula vulgaris L.,Pinguicula vulgaris,Violet,"June, July",Lentibulariaceae,purple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Plantago aristata Michx.,Plantago aristata,Greenish white,"jun,sep",Plantaginaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Plantago maritima L.,Plantago juncoides,Greenish white,"may,sep",Plantaginaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Plantago lanceolata L.,Plantago lanceolata,Greenish white,"jun,oct",Plantaginaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,TRUE
Plantago major L.,Plantago major,Greenish white,"jun,oct",Plantaginaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Plantago rugelii Decne.,Plantago rugelii,Greenish white,"jun,oct",Plantaginaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Platanthera blephariglottis (Willd.) Lindl.,Platanthera blephariglottis,White,"June, August",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Platanthera ciliaris (L.) Lindl.,Platanthera ciliaris,"Yellow, orange","July, September",Orchidaceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Platanthera clavellata (Michx.) Luer,Platanthera clavellata,Greenish white,"June, August",Orchidaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Platanthera cristata (Michx.) Lindl.,Platanthera cristata,"Yellow, orange","July, August",Orchidaceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TRUE
Platanthera dilatata (Pursh) Lindl. ex L.C.Beck,Platanthera dilatata,White,"June, September",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Platanthera grandiflora (Bigelow) Lindl.,Platanthera grandiflora,"Magenta, purple","June, August",Orchidaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Platanthera hookeri (Torr.) Lindl.,Platanthera hookeri,Yellow-green,"June, July",Orchidaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE
Platanthera hyperborea (L.) Lindl.,Platanthera hyperborea,"Green, yellow-green","July, August",Orchidaceae,yellow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,FALSE
Platanthera integra (Nutt.) A.Gray ex L.C.Beck,Platanthera integra,Orange-yellow,"July, September",Orchidaceae,orange,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE
Platanthera lacera (Michx.) G.Don,Platanthera lacera,Greenish white,"June, September",Orchidaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Platanthera leucophaea (Nutt.) Lindl.,Platanthera leucophaea,Creamy white,"June, August",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Platanthera nivea (Nutt.) Luer,Platanthera nivea,White,"May, September",Orchidaceae,white,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Platanthera obtusata (Banks ex Pursh) Lindl.,Platanthera obtusata,Greenish-white,"June, August",Orchidaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Platanthera orbiculata (Pursh) Lindl.,Platanthera orbiculata,Greenish-white,"July, August",Orchidaceae,green,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRUE
Platanthera peramoena A.Gray,Platanthera peramoena,Rose-purple,"July, August",Orchidaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE
Platanthera psycodes (L.) Lindl.,Platanthera psycodes,"Magenta, purple","July, August",Orchidaceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,TRUE
Pluchea odorata (Willd. ex L.) Cass.,Pluchea purpurascens,"Purple, pink","jul,oct",Asteraceae,purple,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,TRUE
